Name,Team,Position,Year,Level,Age,FV,IDfg,Hit,Game,Raw,Spd,FB,SL,CMD,CB,CH,2022_Composite,2022_Rank,2022_Value,2023_Composite,2023_Rank,2023_Value,2024_Composite,2024_Rank,2024_Value,2025_Composite,2025_Rank,2025_Value,has_mlb
Brandon Winokur,MIN,3B,2024,A,19.6055555,40,sa3022613,20 / 30,25 / 50,45 / 60,40 / 40,,,,,,,,,,,,320.0,322.0,5835000.0,,,,False
Luke Keaschall,MIN,CF,2024,AA,21.9416666,45+,sa3022614,45 / 55,35 / 50,45 / 50,55 / 55,,,,,,,,,,,,327.6666666666667,329.0,15420000.0,,,,False
Matt Shaw,CHC,3B,2024,AAA,22.7166666,55,sa3022615,40 / 50,45 / 60,60 / 60,60 / 60,,,,,,,,,,,,37.3125,28.0,59400000.0,,,,False
Mike Boeve,MIL,3B,2024,AA,22.2194444,35+,sa3022658,30 / 40,35 / 45,45 / 50,40 / 40,,,,,,,,,,,,429.6666666666667,393.0,1767500.0000000002,,,,False
Kendall George,LAD,CF,2024,A,19.7361111,40,sa3022660,20 / 50,20 / 30,30 / 40,80 / 80,,,,,,,,,,,,323.3333333333333,391.0,5317500.0,,,,False
Yohandy Morales,WSN,1B,2024,AA,22.7916666,40,sa3022672,30 / 35,35 / 55,60 / 60,45 / 40,,,,,,,,,,,,169.57142857142858,157.0,7072500.0,,,,False
Max Clark,DET,CF,2024,A+,19.5916666,50,sa3022683,25 / 60,20 / 45,40 / 45,70 / 70,,,,,,,,,,,,26.25,21.0,45100000.0,,,,False
Chase Jaworsky,HOU,SS,2024,A,19.9833333,40,sa3022700,30 / 45,30 / 45,40 / 50,60 / 60,,,,,,,,,,,,467.0,571.0,4500000.0,,,,False
Dillon Head,MIA,CF,2024,A,19.7861111,45+,sa3022753,20 / 45,25 / 50,45 / 55,70 / 70,,,,,,,,,,,,182.7142857142857,163.0,18740000.0,,,,False
Blake Mitchell,KCR,C,2024,A+,19.975,45+,sa3022756,20 / 45,25 / 55,55 / 60,45 / 35,,,,,,,,,,,,224.16666666666663,238.0,17240000.0,,,,False
Bryce Eldridge,SFG,1B,2024,AAA,19.7611111,50,sa3022757,20 / 40,25 / 70,60 / 80,40 / 30,,,,,,,,,,,,119.33333333333331,95.0,28820000.0,,,,False
George Wolkow,CHW,1B,2024,A,18.5361111,40,sa3022817,20 / 30,25 / 60,60 / 80,45 / 40,,,,,,,,,,,,307.6666666666667,372.0,5460000.0,,,,False
Eric Bitonti,MIL,RF,2024,A,18.6861111,40,sa3022866,20 / 40,25 / 55,55 / 70,40 / 30,,,,,,,,,,,,365.0,395.0,5287500.000000001,,,,False
Cooper Pratt,MIL,3B,2024,A+,19.9333333,40+,sa3022867,25 / 50,20 / 50,40 / 50,40 / 40,,,,,,,,,,,,217.3333333333333,271.0,6217500.0,,,,False
Mac Horvath,BAL,RF,2024,A+,22.4888888,40,sa3022885,30 / 40,30 / 50,50 / 55,50 / 50,,,,,,,,,,,,234.8333333333333,207.0,6697500.0,,,,False
Kyle Teel,BOS,C,2024,AAA,22.4416666,50,sa3022886,45 / 55,30 / 45,45 / 45,45 / 40,,,,,,,,,,,,76.375,60.0,36520000.0,,,,False
Gino Groover,ARI,3B,2024,AA,22.2722222,45,sa3022887,30 / 50,35 / 55,50 / 55,55 / 55,,,,,,,,,,,,344.0,298.0,16040000.0,,,,False
Adrian Santana,TBR,SS,2024,A,19.0166666,40,sa3022890,20 / 40,20 / 45,35 / 45,60 / 60,,,,,,,,,,,,338.5,438.0,4964999.999999999,,,,False
Arjun Nimmala,TOR,3B,2024,A,18.7722222,45+,sa3022892,20 / 40,25 / 65,55 / 70,45 / 40,,,,,,,,,,,,142.625,121.0,19580000.0,,,,False
Nazzan Zanetello,BOS,SS,2024,A,19.1638888,35+,sa3022893,20 / 50,20 / 55,50 / 65,60 / 60,,,,,,,,,,,,339.6666666666667,361.0,1847500.0,,,,False
Walker Jenkins,MIN,LF,2024,AA,19.4305555,55,sa3022894,25 / 55,20 / 60,55 / 60,45 / 40,,,,,,,,,,,,17.5,10.0,64800000.0,,,,False
Kevin McGonigle,DET,SS,2024,A+,19.9333333,45,sa3022895,25 / 55,20 / 35,40 / 45,55 / 55,,,,,,,,,,,,184.25,158.0,18840000.0,,,,False
Colton Ledbetter,TBR,LF,2024,A+,22.6916666,40,sa3022897,30 / 40,30 / 45,45 / 50,50 / 50,,,,,,,,,,,,316.5,279.0,6157500.0,,,,False
Tre' Morgan,TBR,1B,2024,AA,22.0222222,40,sa3022919,35 / 55,30 / 40,45 / 45,50 / 50,,,,,,,,,,,,512.0,601.0,4500000.0,,,,False
Brayden Taylor,TBR,3B,2024,AA,22.1722222,45+,sa3022921,30 / 40,35 / 50,45 / 50,50 / 50,,,,,,,,,,,,121.85714285714286,114.0,19720000.0,,,,False
Colt Emerson,SEA,2B,2024,A+,19.0111111,50,sa3022923,25 / 55,20 / 55,45 / 50,50 / 50,,,,,,,,,,,,64.3125,48.0,39160000.0,,,,False
Carson Rucker,DET,3B,2024,CPX,19.9333333,35+,sa3022926,20 / 40,20 / 50,40 / 55,40 / 40,,,,,,,,,,,,354.0,544.0,1500000.0,,,,False
Colin Houck,NYM,SS,2024,A,19.8166666,40,sa3022964,20 / 40,20 / 40,35 / 45,55 / 55,,,,,,,,,,,,219.3333333333333,198.0,6765000.0,,,,False
Tai Peete,SEA,SS,2024,A,18.9527777,45+,sa3022966,20 / 40,25 / 55,50 / 70,45 / 45,,,,,,,,,,,,211.8333333333333,177.0,18460000.0,,,,False
Ralphy Velazquez,CLE,1B,2024,A+,19.1555555,45,sa3023013,20 / 40,25 / 60,50 / 60,30 / 20,,,,,,,,,,,,203.5,217.0,17660000.0,,,,False
Antonio Anderson,BOS,3B,2024,A,19.0722222,40,sa3023167,20 / 40,20 / 50,50 / 60,40 / 40,,,,,,,,,,,,504.0,598.0,4500000.0,,,,False
Jonny Farmelo,SEA,CF,2024,A,19.875,50,sa3023362,20 / 45,20 / 55,50 / 60,70 / 70,,,,,,,,,,,,224.3333333333333,221.0,24172500.0,,,,False
Leodalis De Vries,SDP,SS,2024,A,17.7861111,50,sa3023363,20 / 45,25 / 60,45 / 60,40 / 50,,,,,,,,,,,,65.0,138.0,26455000.0,,,,False
Felnin Celesten,SEA,2B,2024,CPX,18.8583333,50,sa3023381,20 / 50,25 / 55,50 / 60,55 / 50,,,,,,,,,,,,131.0,126.0,26785000.0,,,,False
Christian Knapczyk,CLE,2B,2024,A,22.6055555,35+,sa3023425,35 / 60,30 / 30,35 / 35,50 / 50,,,,,,,,,,,,553.0,628.0,1500000.0,,,,False
Walker Martin,SFG,2B,2024,A,20.4277777,40+,sa3023545,30 / 50,35 / 50,45 / 55,45 / 45,,,,,,,,,,,,193.66666666666663,167.0,6997500.0,,,,False
Adolfo Sanchez,CIN,RF,2024,DSL,17.8472222,45,sa3023709,25 / 55,25 / 55,45 / 55,50 / 50,,,,,,,,,,,,241.5,269.0,16620000.0,,,,False
Paulino Santana,TEX,RF,2024,DSL,17.6861111,40,sa3023718,20 / 40,20 / 50,40 / 55,55 / 55,,,,,,,,,,,,131.75,199.0,6757500.0,,,,False
Dawel Joseph,SEA,SS,2024,DSL,17.1916666,40+,sa3023719,20 / 45,20 / 45,40 / 50,70 / 70,,,,,,,,,,,,211.75,244.0,6420000.0,,,,False
Yovanny Rodriguez,NYM,C,2024,DSL,17.7138888,40+,sa3023720,20 / 40,25 / 50,45 / 55,30 / 30,,,,,,,,,,,,309.3333333333333,387.0,5347500.0,,,,False
Leonardo Pineda,TBR,CF,2024,DSL,17.2583333,40,sa3023721,20 / 45,25 / 45,30 / 40,60 / 60,,,,,,,,,,,,526.0,609.0,4500000.0,,,,False
Luis Cova,MIA,CF,2024,DSL,17.4805555,40+,sa3023723,20 / 50,20 / 50,40 / 55,55 / 50,,,,,,,,,,,,364.0,478.0,4664999.999999999,,,,False
Jalvin Arias,PHI,RF,2024,DSL,17.8138888,35+,sa3023875,20 / 45,25 / 55,45 / 60,55 / 50,,,,,,,,,,,,554.0,630.0,1500000.0,,,,False
Daiber De Los Santos,MIN,SS,2024,DSL,17.8,40+,sa3023885,20 / 40,20 / 55,45 / 60,60 / 60,,,,,,,,,,,,390.6666666666667,422.0,5084999.999999999,,,,False
Adriel Radney,ARI,CF,2024,DSL,17.0861111,45+,sa3023886,20 / 50,20 / 60,40 / 60,60 / 55,,,,,,,,,,,,353.0,502.0,12000000.0,,,,False
Emil Morales,LAD,SS,2024,DSL,17.8388888,45+,sa3023887,20 / 50,25 / 70,50 / 70,50 / 50,,,,,,,,,,,,203.0,294.0,16119999.999999998,,,,False
Victor Hurtado,WSN,RF,2024,DSL,17.1666666,45,sa3023888,20 / 50,25 / 60,50 / 70,50 / 50,,,,,,,,,,,,221.66666666666663,350.0,15000000.0,,,,False
Eduardo Herrera,CHW,3B,2024,DSL,17.7527777,35+,sa3023889,20 / 35,20 / 50,45 / 60,30 / 30,,,,,,,,,,,,349.5,390.0,1775000.0,,,,False
Ashly Andujar,COL,SS,2024,DSL,16.9861111,40+,sa3023890,25 / 55,20 / 45,20 / 40,60 / 60,,,,,,,,,,,,399.0,495.0,4537500.0,,,,False
Angel Feliz,WSN,3B,2024,DSL,17.6888888,35+,sa3023892,20 / 30,20 / 50,45 / 60,40 / 40,,,,,,,,,,,,549.0,626.0,1500000.0,,,,False
Francisco Vilorio,NYY,RF,2024,DSL,17.7333333,40+,sa3023893,20 / 45,25 / 55,50 / 60,50 / 50,,,,,,,,,,,,352.0,366.0,5505000.0,,,,False
Joswa Lugo,LAA,SS,2024,DSL,17.5,40,sa3023894,20 / 40,20 / 55,40 / 60,60 / 60,,,,,,,,,,,,356.0,545.0,4500000.0,,,,False
Jorge Quintana,MIL,SS,2024,DSL,17.3027777,40+,sa3024107,25 / 60,20 / 35,30 / 35,40 / 45,,,,,,,,,,,,436.0,401.0,5242500.000000001,,,,False
Jesus Made,MIL,2B,2024,DSL,17.2111111,35+,sa3024108,25 / 55,20 / 30,20 / 30,55 / 55,,,,,,,,,,,,505.0,599.0,1500000.0,,,,False
Jose Ramos,OAK,CF,2024,DSL,17.8138888,40,sa3024111,20 / 35,20 / 45,40 / 50,70 / 70,,,,,,,,,,,,333.25,357.0,5572500.0,,,,False
Fernando Cruz,CHC,SS,2024,DSL,17.6972222,45,sa3024303,20 / 50,20 / 50,40 / 55,60 / 60,,,,,,,,,,,,213.5,301.0,15979999.999999998,,,,False
Yandel Ricardo,KCR,3B,2024,DSL,17.8,40+,sa3024305,20 / 40,25 / 50,45 / 60,45 / 50,,,,,,,,,,,,371.3333333333333,415.0,5137500.0,,,,False
Stiven Martinez,BAL,RF,2024,DSL,16.9611111,35+,sa3024627,20 / 40,20 / 55,40 / 60,40 / 40,,,,,,,,,,,,430.0,559.0,1500000.0,,,,False
Jose Perdomo,ATL,3B,2024,DSL,17.8444444,45,sa3025104,25 / 60,25 / 55,45 / 55,40 / 40,,,,,,,,,,,,202.25,241.0,17180000.0,,,,False
Luis Gil,NYY,SIRP,2024,MLB,26.1416666,40+,21052,,,,,60 / 70,55 / 55,35 / 35,,30 / 30,,,,,,,419.0,484.0,4619999.999999999,,,,True
Cole Winn,TEX,SIRP,2024,MLB,24.6638888,40,22113,,,,,50 / 50,55 / 55,30 / 40,,,,,,,,,328.0,677.0,4500000.0,,,,True
Owen White,TEX,SP,2024,MLB,24.9583333,40,22273,,,,,35 / 35,55 / 55,45 / 45,50 / 50,45 / 50,,,,,,,248.28571428571428,261.0,6292500.0,,,,False
Keider Montero,DET,SP,2024,MLB,24.05,35+,22630,,,,,55 / 60,50 / 50,40 / 40,50 / 50,40 / 40,,,,,,,425.0,558.0,1500000.0,,,,True
Yoendrys Gomez,NYY,MIRP,2024,MLB,24.775,40,22872,,,,,55 / 55,50 / 50,40 / 45,50 / 50,40 / 45,,,,,,,374.0,509.0,4500000.0,,,,True
Prelander Berroa,CHW,SIRP,2024,MLB,24.2666666,40+,22932,,,,,70 / 70,60 / 60,30 / 35,,,,,,,,,273.0,326.0,5805000.0,,,,True
Joey Cantillo,CLE,SP,2024,MLB,24.6,40+,23335,,,,,50 / 50,40 / 45,35 / 45,55 / 55,60 / 60,,,,,,,211.3333333333333,192.0,6810000.0,,,,True
Keaton Winn,SFG,SP,2024,MLB,26.4277777,45+,23499,,,,,60 / 60,45 / 45,50 / 50,,,,,,,,,253.0,449.0,13020000.0,,,,False
Ben Brown,CHC,SIRP,2024,MLB,24.875,45,23590,,,,,60 / 60,,40 / 45,70 / 70,,,,,,,,121.625,134.0,19320000.0,,,,True
Lyon Richardson,CIN,MIRP,2024,MLB,24.5166666,40,24581,,,,,55 / 55,45 / 45,40 / 40,50 / 50,60 / 60,,,,,,,347.25,367.0,5497500.0,,,,False
Randy Vasquez,SDP,MIRP,2024,MLB,25.725,40+,24719,,,,,50 / 50,,45 / 45,60 / 60,45 / 50,,,,,,,327.3333333333333,379.0,5407500.0,,,,True
Jacob Lopez,TBR,SIRP,2024,MLB,26.3694444,40,25098,,,,,35 / 35,60 / 60,60 / 60,,45 / 45,,,,,,,447.0,565.0,4500000.0,,,,True
Cody Morris,NYY,MIRP,2024,,27.7222222,40,25388,,,,,60 / 60,,40 / 40,50 / 50,60 / 60,,,,,,,229.0,595.0,4500000.0,,,,False
Seth Johnson,BAL,SIRP,2024,MLB,25.8472222,40+,26020,,,,,50 / 55,,30 / 40,50 / 55,40 / 40,,,,,,,419.5,400.0,5250000.0,,,,False
Sawyer Gipson-Long,DET,MIRP,2024,MLB,26.6166666,40,26048,,,,,40 / 40,60 / 60,45 / 50,,50 / 55,,,,,,,170.33333333333334,220.0,6600000.0,,,,False
Jackson Rutledge,WSN,MIRP,2024,MLB,25.3138888,40,26215,,,,,55 / 55,50 / 50,40 / 45,55 / 50,45 / 45,,,,,,,289.5,443.0,4927500.0,,,,True
Joey Estes,OAK,SP,2024,MLB,22.7944444,40,26257,,,,,60 / 60,40 / 40,50 / 60,,30 / 40,,,,,,,342.5,560.0,4500000.0,,,,False
Blake Walston,ARI,SP,2024,MLB,23.0722222,35+,26270,,,,,30 / 30,50 / 55,40 / 45,50 / 50,45 / 50,,,,,,,252.0,607.0,1500000.0,,,,False
DJ Herz,WSN,SIRP,2024,MLB,23.5555555,40+,26389,,,,,50 / 50,40 / 45,30 / 40,,70 / 70,,,,,,,272.2,299.0,6007499.999999999,,,,True
Jairo Iriarte,CHW,SP,2024,MLB,22.6083333,50,26907,,,,,60 / 60,55 / 60,30 / 45,,45 / 55,,,,,,,140.9,136.0,26510000.0,,,,False
Emerson Hancock,SEA,SP,2024,MLB,25.15,45,27470,,,,,45 / 45,50 / 50,55 / 60,,50 / 55,,,,,,,203.25,369.0,14620000.0,,,,True
Cade Cavalli,WSN,SP,2024,MLB,25.9444444,50,27473,,,,,55 / 55,50 / 55,40 / 45,70 / 70,55 / 55,,,,,,,130.1,133.0,26592500.0,,,,True
Max Meyer,MIA,SP,2024,MLB,25.3666666,50,27474,,,,,50 / 50,60 / 60,45 / 55,,50 / 60,,,,,,,85.72727272727273,89.0,30140000.000000004,,,,True
Bryce Jarvis,ARI,MIRP,2024,MLB,26.5777777,40,27477,,,,,40 / 45,60 / 60,40 / 40,45 / 45,55 / 55,,,,,,,332.0,680.0,4500000.0,,,,False
Landon Knack,LAD,SP,2024,MLB,27.525,40,27487,,,,,45 / 45,,45 / 50,,50 / 50,,,,,,,276.3333333333333,412.0,5160000.0,,,,False
Clayton Beeter,NYY,SIRP,2024,MLB,25.7916666,40,27494,,,,,60 / 60,60 / 60,30 / 40,60 / 60,,,,,,,,300.8333333333333,252.0,6360000.0,,,,True
Kyle Hurt,LAD,SP,2024,MLB,26.15,50,27514,,,,,60 / 60,40 / 50,40 / 40,45 / 45,80 / 80,,,,,,,172.85714285714286,191.0,24997500.0,,,,False
Davis Daniel,LAA,SP,2024,MLB,27.1194444,35+,27582,,,,,45 / 45,50 / 50,50 / 50,55 / 55,30 / 35,,,,,,,497.0,687.0,1500000.0,,,,False
Jake Eder,CHW,SP,2024,MLB,25.7916666,45+,27590,,,,,45 / 50,70 / 70,40 / 45,,40 / 45,,,,,,,193.5,206.0,17880000.0,,,,False
Mitchell Parker,WSN,MIRP,2024,MLB,24.825,40+,27636,,,,,45 / 45,45 / 50,40 / 40,55 / 55,,,,,,,,446.0,645.0,4500000.0,,,,True
Connor Phillips,CIN,MIRP,2024,MLB,23.2222222,45,27649,,,,,60 / 60,45 / 55,30 / 45,60 / 60,30 / 40,,,,,,,116.66666666666669,102.0,19960000.0,,,,True
Kyle Harrison,SFG,SP,2024,MLB,22.95,55,27758,,,,,55 / 60,55 / 55,45 / 55,,55 / 60,,,,,,,38.5625,29.0,59100000.0,,,,False
Gavin Stone,LAD,SIRP,2024,MLB,25.775,45,27792,,,,,45 / 45,40 / 40,45 / 50,,70 / 70,,,,,,,110.3,103.0,19940000.0,,,,True
Jared Jones,PIT,SP,2024,MLB,22.9666666,55,27863,,,,,70 / 70,70 / 70,45 / 50,50 / 50,55 / 60,,,,,,,94.0,75.0,45300000.0,,,,True
John McMillon,KCR,SIRP,2024,AAA,26.4916666,35+,27942,,,,,65 / 65,60 / 60,30 / 30,,,,,,,,,251.0,507.0,1500000.0,,,,False
Cristian Mena,ARI,SP,2024,MLB,21.5916666,40+,27974,,,,,40 / 45,45 / 55,45 / 60,55 / 60,40 / 55,,,,,,,259.2857142857143,280.0,6150000.000000001,,,,False
Luke Little,CHC,SIRP,2024,MLB,23.9,40+,28036,,,,,65 / 65,60 / 60,30 / 30,,45 / 50,,,,,,,274.5,444.0,4920000.0,,,,False
River Ryan,LAD,SP,2024,MLB,25.9361111,55,29514,,,,,60 / 60,,40 / 50,55 / 60,40 / 50,,,,,,,188.5555555555556,174.0,34725000.0,,,,False
Gordon Graceffo,STL,SP,2024,MLB,24.3527777,35+,29519,,,,,40 / 50,60 / 60,50 / 55,45 / 45,40 / 40,,,,,,,338.8,346.0,1885000.0,,,,True
Joe Boyle,OAK,SIRP,2024,MLB,24.9444444,45,29608,,,,,60 / 70,60 / 60,20 / 30,60 / 60,,,,,,,,197.0,179.0,18420000.0,,,,False
Mason Montgomery,TBR,SIRP,2024,MLB,24.1027777,40,29770,,,,,50 / 50,50 / 55,40 / 45,,45 / 50,,,,,,,242.66666666666663,257.0,6322500.0,,,,True
Robert Gasser,MIL,SP,2024,MLB,25.15,45,29812,,,,,40 / 40,55 / 60,55 / 60,,30 / 40,,,,,,,144.75,131.0,19380000.0,,,,False
Nick Nastrini,CHW,SIRP,2024,MLB,24.4333333,45+,29833,,,,,60 / 60,50 / 60,30 / 40,55 / 60,40 / 50,,,,,,,216.8333333333333,193.0,18140000.0,,,,True
Chayce McDermott,BAL,SP,2024,MLB,25.9222222,45+,29866,,,,,55 / 60,50 / 55,30 / 45,55 / 60,40 / 50,,,,,,,245.5,202.0,17960000.0,,,,False
Michael McGreevy,STL,SP,2024,MLB,24.0444444,35+,29869,,,,,40 / 40,55 / 60,55 / 60,45 / 50,40 / 50,,,,,,,287.0,636.0,1500000.0,,,,True
Spencer Arrighetti,HOU,MIRP,2024,MLB,24.5611111,40+,29921,,,,,50 / 50,60 / 60,40 / 45,,30 / 40,,,,,,,275.5,373.0,5452500.0,,,,True
Dylan Dodd,ATL,SP,2024,MLB,26.1333333,35+,29928,,,,,40 / 40,,60 / 60,,55 / 55,,,,,,,299.0,650.0,1500000.0,,,,True
AJ Smith-Shawver,ATL,SP,2024,MLB,21.6777777,55,29960,,,,,60 / 60,50 / 60,40 / 50,50 / 55,50 / 60,,,,,,,58.285714285714285,59.0,50099999.99999999,,,,True
Julian Aguiar,CIN,SP,2024,MLB,23.1388888,45,30031,,,,,45 / 50,55 / 55,55 / 60,,50 / 55,,,,,,,427.3333333333333,396.0,14080000.0,,,,True
Cade Povich,BAL,SP,2024,MLB,24.2833333,50,30055,,,,,45 / 50,50 / 55,45 / 55,50 / 55,35 / 50,,,,,,,215.0,196.0,24860000.0,,,,True
David Festa,MIN,SP,2024,MLB,24.3777777,50,30056,,,,,50 / 55,55 / 60,50 / 55,,45 / 50,,,,,,,154.14285714285714,180.0,25300000.0,,,,True
Landen Roupp,SFG,MIRP,2024,MLB,25.8722222,40,30076,,,,,45 / 45,50 / 50,50 / 60,80 / 80,,,,,,,,292.3333333333333,353.0,5602500.0,,,,True
Jordan Wicks,CHC,SP,2024,MLB,24.8972222,50,30094,,,,,50 / 50,50 / 55,55 / 60,50 / 50,60 / 60,,,,,,,146.11111111111111,148.0,26180000.0,,,,False
Christian Scott,NYM,SP,2024,MLB,25.1083333,50,30107,,,,,60 / 60,55 / 55,50 / 55,,,,,,,,,140.27272727272728,128.0,26730000.0,,,,True
Brant Hurter,DET,MIRP,2024,MLB,25.8833333,40,30133,,,,,35 / 35,60 / 60,50 / 60,,50 / 55,,,,,,,467.0,669.0,4500000.0,,,,True
Ty Madden,DET,SP,2024,MLB,24.425,45,30140,,,,,55 / 55,55 / 60,45 / 50,50 / 50,45 / 50,,,,,,,137.375,132.0,19360000.0,,,,False
Jack Leiter,TEX,SIRP,2024,MLB,24.2583333,40+,30146,,,,,60 / 65,55 / 60,30 / 40,40 / 45,40 / 40,,,,,,,146.42857142857142,143.0,7177500.0,,,,True
Richard Fitts,BOS,SP,2024,MLB,24.6027777,40,30160,,,,,60 / 60,55 / 55,60 / 60,,40 / 45,,,,,,,273.0,320.0,5850000.0,,,,True
Mason Black,SFG,MIRP,2024,MLB,24.6222222,40,30171,,,,,50 / 55,55 / 55,45 / 55,,40 / 50,,,,,,,226.0,197.0,6772500.0,,,,False
Will Warren,NYY,SP,2024,MLB,25.1055555,50,30182,,,,,55 / 55,70 / 70,45 / 50,40 / 40,40 / 50,,,,,,,168.33333333333334,140.0,26400000.0,,,,True
Jackson Jobe,DET,SP,2024,MLB,21.9833333,55,30203,,,,,50 / 60,50 / 60,40 / 50,,55 / 60,,,,,,,30.625,22.0,61200000.00000001,,,,True
Justin Wrobleski,LAD,SP,2024,MLB,24.0277777,45,31204,,,,,50 / 55,55 / 60,35 / 60,55 / 55,40 / 40,,,,,,,341.0,328.0,15440000.0,,,,True
Ben Joyce,LAA,SIRP,2024,MLB,23.8527777,40,31461,,,,,80 / 80,45 / 55,30 / 30,,,,,,,,,276.25,300.0,6000000.0,,,,False
Caden Dana,LAA,SP,2024,MLB,20.6027777,45,31508,,,,,50 / 50,60 / 70,40 / 50,45 / 50,30 / 40,,,,,,,235.0,248.0,17040000.0,,,,False
Hayden Birdsong,SFG,MIRP,2024,MLB,22.9,40,31635,,,,,60 / 60,50 / 55,30 / 40,55 / 55,30 / 30,,,,,,,232.0,275.0,6187500.0,,,,True
Mason Miller,OAK,SIRP,2024,MLB,25.9166666,50,31757,,,,,80 / 80,70 / 70,45 / 50,,60 / 60,,,,,,,79.46153846153847,77.0,32780000.0,,,,True
Orion Kerkering,PHI,SIRP,2024,MLB,23.3055555,40+,31776,,,,,55 / 60,80 / 80,30 / 35,,,,,,,,,257.3333333333333,250.0,6375000.0,,,,True
Kumar Rocker,TEX,SIRP,2024,MLB,24.6722222,40+,31843,,,,,55 / 55,70 / 70,30 / 40,,40 / 45,,,,,,,257.6,244.0,6420000.0,,,,True
Spencer Schwellenbach,ATL,SP,2024,MLB,24.15,50,31846,,,,,60 / 60,60 / 60,45 / 50,40 / 45,,,,,,,,408.0,378.0,19855000.0,,,,True
Adam Mazur,SDP,SP,2024,MLB,23.2611111,40+,31900,,,,,45 / 50,55 / 55,45 / 50,45 / 45,45 / 50,,,,,,,254.16666666666663,255.0,6337500.0,,,,True
Drew Thorpe,CHW,SP,2024,MLB,22.8138888,50,31967,,,,,35 / 35,45 / 50,60 / 70,40 / 45,70 / 70,,,,,,,72.25,62.0,36080000.0,,,,True
Hurston Waldrep,ATL,SP,2024,MLB,22.3972222,50,33527,,,,,60 / 60,50 / 55,40 / 45,,,,,,,,,68.06666666666666,54.0,37840000.0,,,,True
Paul Skenes,PIT,SP,2024,MLB,22.1527777,65,33677,,,,,70 / 70,60 / 60,50 / 60,,55 / 60,,,,,,,10.8125,7.0,87600000.0,,,,True
Yariel Rodriguez,TOR,SIRP,2024,MLB,27.3722222,45,33838,,,,,60 / 60,70 / 70,50 / 50,45 / 45,40 / 40,,,,,,,352.5,446.0,13079999.999999998,,,,True
Rhett Lowder,CIN,SP,2024,MLB,22.3777777,55,33876,,,,,55 / 55,60 / 70,45 / 60,,55 / 60,,,,,,,78.46666666666667,68.0,47400000.0,,,,True
Braxton Ashcraft,PIT,SP,2024,AAA,24.8027777,45+,sa3008470,,,,,50 / 50,70 / 70,40 / 50,55 / 55,,,,,,,,286.5,364.0,14720000.0,,,,False
Wikelman Gonzalez,BOS,MIRP,2024,AA,22.3305555,40+,sa3008687,,,,,50 / 60,50 / 60,30 / 40,,55 / 60,,,,,,,188.8333333333333,204.0,6720000.0,,,,False
Royber Salinas,OAK,SP,2024,AAA,23.2888888,45,sa3009243,,,,,55 / 55,60 / 60,40 / 45,60 / 60,45 / 50,,,,,,,249.0,393.0,14140000.000000002,,,,False
Angel Bastardo,BOS,SIRP,2024,AA,22.1,40,sa3009716,,,,,45 / 50,50 / 50,30 / 45,50 / 55,45 / 60,,,,,,,462.0,489.0,4582500.0,,,,False
Adam Macko,TOR,MIRP,2024,AAA,23.5666666,45,sa3011555,,,,,55 / 55,55 / 55,40 / 45,60 / 60,55 / 60,,,,,,,451.0,654.0,12000000.0,,,,False
Shane Drohan,CHW,MIRP,2024,AAA,25.5472222,40,sa3014447,,,,,45 / 45,40 / 45,40 / 45,45 / 45,60 / 60,,,,,,,317.0,669.0,4500000.0,,,,False
Tekoah Roby,STL,MIRP,2024,A,22.85,50,sa3014519,,,,,55 / 55,55 / 55,40 / 40,70 / 70,60 / 60,,,,,,,141.23076923076923,122.0,26895000.0,,,,False
Mick Abel,PHI,SP,2024,AAA,22.9333333,50,sa3014534,,,,,60 / 65,55 / 70,30 / 40,55 / 60,40 / 50,,,,,,,66.42857142857143,69.0,34540000.0,,,,False
Marco Raya,MIN,MIRP,2024,AAA,21.9638888,45,sa3014550,,,,,45 / 45,55 / 60,40 / 50,50 / 55,35 / 45,,,,,,,195.5,168.0,18640000.0,,,,False
Luis Perales,BOS,SIRP,2024,AA,21.2777777,45,sa3014677,,,,,65 / 65,,30 / 40,,,,,,,,,284.6666666666667,311.0,15779999.999999998,,,,False
Tink Hence,STL,SP,2024,AA,21.9666666,50,sa3014709,,,,,45 / 50,50 / 55,40 / 45,,60 / 70,,,,,,,64.0,58.0,36960000.0,,,,False
Emiliano Teodo,TEX,SIRP,2024,AA,23.4444444,45,sa3015158,,,,,65 / 65,60 / 70,30 / 40,,,,,,,,,303.6666666666667,314.0,15720000.0,,,,False
Wilmer Flores,DET,MIRP,2024,AAA,23.4277777,40+,sa3015223,,,,,45 / 55,,40 / 45,55 / 60,,,,,,,,199.42857142857144,182.0,6884999.999999999,,,,False
Aidan Curry,TEX,SP,2024,A+,22.0527777,40+,sa3015334,,,,,50 / 60,50 / 60,30 / 45,,40 / 50,,,,,,,320.6666666666667,346.0,5655000.0,,,,False
Jose Rodriguez,LAD,SP,2024,A+,23.0166666,35+,sa3015437,,,,,40 / 50,40 / 45,35 / 55,,45 / 60,,,,,,,296.0,330.0,1925000.0,,,,False
Yoniel Curet,TBR,SIRP,2024,AA,21.725,45,sa3015446,,,,,60 / 60,,30 / 40,60 / 70,30 / 40,,,,,,,378.0,410.0,13799999.999999998,,,,False
Yordanny Monegro,BOS,SP,2024,A+,21.7777777,40,sa3015476,,,,,50 / 55,45 / 55,30 / 45,50 / 50,40 / 50,,,,,,,244.5,272.0,6210000.000000001,,,,False
